iter	Logloss
495	0.01161777406
496	0.01157902394
497	0.01151985427
498	0.01148486989
499	0.01145574167
500	0.01144069717
501	0.01141559368
502	0.01138879997
503	0.01135859461
504	0.01130642919
505	0.01128350979
506	0.01124219809
507	0.0112284947
508	0.01120406673
509	0.01118228975
510	0.01116347029
511	0.01113992504
512	0.01112013771
513	0.01108326373
514	0.01105290509
515	0.01103091666
516	0.01099269873
517	0.01094607086
518	0.0109214435
519	0.01089662313
520	0.01085715067
521	0.01082732493
522	0.01078043239
523	0.01074437442
524	0.01071523414
525	0.01067191788
526	0.01065538469
527	0.01063543061
528	0.01061120204
529	0.01057230291
530	0.0105443313
531	0.01052072431
532	0.0104845152
533	0.0104490774
534	0.01042708896
535	0.01039757189
536	0.0103625421
537	0.01034993572
538	0.010322734
539	0.01030825504
540	0.01030241946
541	0.01027958237
542	0.01026148597
543	0.01023821036
544	0.01021481128
545	0.01019171022
546	0.01018006461
547	0.01014853943
548	0.01013934612
549	0.0101270037
550	0.01010984537
551	0.01008907812
552	0.01006653266
553	0.01002781022
554	0.01001299563
555	0.00997054435
556	0.00994555936
557	0.009929787545
558	0.009910894292
559	0.00990125466
560	0.009884182896
561	0.009864105355
562	0.009828947839
563	0.009793718656
564	0.009761798949
565	0.009738932053
566	0.009712362573
567	0.009688264557
568	0.009674091424
569	0.009640057882
570	0.009608387947
571	0.009584124599
572	0.009555984821
573	0.009519534452
574	0.009503620011
575	0.00949269817
576	0.009473795692
577	0.009445905685
578	0.009424717653
579	0.009413721306
580	0.009383867894
581	0.009372768658
582	0.009342577486
583	0.009311636289
584	0.009279998995
585	0.009249487094
586	0.009232792116
587	0.009205463387
588	0.009182182096
589	0.009155863807
590	0.009130651752
591	0.009092888662
592	0.009070121107
593	0.009053412647
594	0.009043547369
595	0.009018453104
596	0.009008174141
597	0.008980127318
598	0.008961589563
599	0.008953269748
600	0.008927165043
601	0.008909036716
602	0.008893012291
603	0.008876878591
604	0.008851252851
605	0.008836798725
606	0.008818758386
607	0.008788934066
608	0.0087734844
609	0.00875650843
610	0.008733722426
611	0.008706363894
612	0.008682776065
613	0.008656917583
614	0.008644807906
615	0.008638172632
616	0.008622007001
617	0.008600508883
618	0.008591261648
619	0.008571958258
620	0.008558595464
621	0.008542310624
622	0.008530581991
623	0.008520088026
624	0.008503837245
625	0.008493821536
626	0.00846540715
627	0.008453696966
628	0.008430917348
629	0.00842194614
630	0.008392518475
631	0.008363828063
632	0.008331644393
633	0.008303696201
634	0.008296830314
635	0.008279652113
636	0.008267127332
637	0.008242473716
638	0.008221093388
639	0.008189936479
640	0.008168312056
641	0.008151016065
642	0.00813151896
643	0.008104463418
644	0.008094775535
645	0.008084380911
646	0.008065745944
647	0.008050955477
648	0.008033399781
649	0.008016518184
650	0.008006655035
651	0.007986166648
652	0.007965554794
653	0.007958321344
654	0.007941390787
655	0.00792199728
656	0.007902551975
657	0.00789283145
658	0.007874982698
659	0.007864378747
660	0.007837410484
661	0.007828302327
662	0.007811347644
663	0.007786704671
664	0.007782149883
665	0.007775108729
666	0.00776271593
667	0.007746294141
668	0.007740306712
669	0.007739309754
670	0.00773102116
671	0.007726431603
672	0.007712944632
673	0.0076991419
674	0.007692476114
675	0.007669349511
676	0.007645712012
677	0.007623711512
678	0.00760764877
679	0.007593643807
680	0.007583819685
681	0.007576581978
682	0.007561267841
683	0.007533990201
684	0.007517181692
685	0.007513596898
686	0.007504920165
687	0.007484673035
688	0.007467284089
689	0.00745994917
690	0.007452118964
691	0.007415251363
692	0.007403810819
693	0.007379435358
694	0.007366262022
695	0.007350900343
696	0.007346336331
697	0.007342132784
698	0.007318332082
699	0.007296357126
700	0.007285636805
701	0.007277338278
702	0.007265208733
703	0.007250520445
704	0.007234871387
705	0.007223769313
706	0.007209091669
707	0.007194504851
708	0.007176695835
709	0.007157782714
710	0.007153972274
711	0.007139320175
712	0.007125194584
713	0.007110893726
714	0.007086247915
715	0.007082404125
716	0.007069959527
717	0.007065237988
718	0.007053444073
719	0.007040792278
720	0.007026865369
721	0.007018997556
722	0.007010071051
723	0.006998634055
724	0.006988428178
725	0.006981922047
726	0.006977590777
727	0.006960159256
728	0.006949030218
729	0.006943213798
730	0.006938886784
731	0.006938871174
732	0.006932174876
733	0.006922660839
734	0.00690564939
735	0.006902464799
736	0.006894517513
737	0.006885565463
738	0.006865754014
739	0.00685723055
740	0.006831397613
741	0.006819737809
742	0.006801000663
743	0.006784600871
744	0.006777885414
745	0.006762772089
746	0.006759065957
747	0.006754715528
748	0.006749370268
749	0.006743067077
750	0.006727339256
751	0.00671177251
752	0.006698111693
753	0.006698103178
754	0.00668523709
755	0.006674156302
756	0.006655342522
757	0.006649599189
758	0.006643762901
759	0.006637787535
760	0.006628249373
761	0.006622875021
762	0.006617067116
763	0.006598130578
764	0.006578404279
765	0.006572408336
766	0.006557013307
767	0.006545958774
768	0.006542743672
769	0.006538399628
770	0.006528790508
771	0.006518510126
772	0.006499060563
773	0.006484158692
774	0.006479901927
775	0.006474594275
776	0.006460503453
777	0.0064493141
778	0.006441456931
779	0.006430511673
780	0.006413926681
781	0.006407170069
782	0.006403128306
783	0.006380245799
784	0.006370530242
785	0.006350349812
786	0.006337495077
787	0.00632493127
788	0.006321733197
789	0.006314384795
790	0.006302630618
791	0.006283278976
792	0.006276582678
793	0.006273322162
794	0.006261313245
795	0.006256144671
796	0.006253239654
797	0.006242244017
798	0.00623328629
799	0.006219845443
800	0.006198487112
801	0.006192095933
802	0.006171274753
803	0.006160822653
804	0.006154219309
805	0.006149259352
806	0.006141014042
807	0.006121513389
808	0.006108638786
809	0.006105211519
810	0.006083480659
811	0.006080590543
812	0.006077517356
813	0.00607157747
814	0.006067520096
815	0.00605771939
816	0.006047994608
817	0.00604502431
818	0.006033233943
819	0.006028796945
820	0.006025156804
821	0.006016850471
822	0.006003828276
823	0.005992081194
824	0.005985047846
825	0.005975509683
826	0.005963044507
827	0.005947954598
828	0.005936759568
829	0.005924509395
830	0.005915763832
831	0.005907445082
832	0.005898469616
833	0.005889422837
834	0.005870871246
835	0.005868269929
836	0.005860214787
837	0.00585597789
838	0.005851715803
839	0.005848900548
840	0.005834871105
841	0.005822244145
842	0.005819808869
843	0.005814006641
844	0.005808475472
845	0.00580432195
846	0.005795803808
847	0.005792874665
848	0.005785473046
849	0.005776810504
850	0.005774251052
851	0.005768715271
852	0.00576606109
853	0.005756042898
854	0.005753580303
855	0.005749279544
856	0.005741743814
857	0.00573682856
858	0.005724089486
859	0.005707590353
860	0.005700415799
861	0.005688220263
862	0.005684200497
863	0.005668225743
864	0.005651164977
865	0.005640124636
866	0.005634332697
867	0.00563181511
868	0.005622872284
869	0.005618963923
870	0.005608604423
871	0.005601489473
872	0.005592087905
873	0.005582243914
874	0.005578719434
875	0.005568213406
876	0.00556547514
877	0.005555170987
878	0.005550202869
879	0.005548825576
880	0.005546174234
881	0.005535249909
882	0.005526358528
883	0.005517373482
884	0.005511870696
885	0.005507556455
886	0.005505144241
887	0.005494929495
888	0.005488534414
889	0.005482174101
890	0.005479837457
891	0.005477668274
892	0.005463194634
893	0.00546024385
894	0.005456510399
895	0.005438375686
896	0.00543071436
897	0.005426790033
898	0.005421479543
899	0.005409662567
900	0.005403493841
901	0.005386589538
902	0.005380078441
903	0.005371420156
904	0.005362426241
905	0.005352636888
906	0.005350418744
907	0.005332789251
908	0.005323740698
909	0.005315245617
910	0.005299910903
911	0.005285750897
912	0.005280558552
913	0.005278131437
914	0.005272493121
915	0.005264776448
916	0.005254812184
917	0.005243649795
918	0.005237524353
919	0.005233241334
920	0.005225500181
921	0.005217177882
922	0.005211928061
923	0.005209708498
924	0.00520552411
925	0.005198007538
926	0.005188963243
927	0.005186717425
928	0.005184693705
929	0.005180849561
930	0.005178960306
931	0.005176570444
932	0.005173088539
933	0.005166789606
934	0.005163222551
935	0.005158864316
936	0.005146548507
937	0.005141150029
938	0.005131279429
939	0.005129160271
940	0.005119703355
941	0.005117678571
942	0.005110095654
943	0.00510051882
944	0.005098717198
945	0.005090312589
946	0.005085668748
947	0.005075237581
948	0.005071437075
949	0.005069426128
950	0.005060351321
951	0.005056253856
952	0.005043153252
953	0.005041061413
954	0.005028950671
955	0.005024885493
956	0.005020641855
957	0.005017658784
958	0.005008012056
959	0.005002227567
960	0.004994886972
961	0.004992579066
962	0.004989353319
963	0.00498529772
964	0.004983319413
965	0.004977111306
966	0.004972244657
967	0.004964719926
968	0.004960219775
969	0.00495684005
970	0.004951543042
971	0.004943968994
972	0.004938651408
973	0.00493350625
974	0.004931596063
975	0.004928041072
976	0.004919209296
977	0.004917441379
978	0.004910545335
979	0.004908893435
980	0.004906729219
981	0.004900622936
982	0.004895754868
983	0.004887882797
984	0.004884285586
985	0.004873585843
986	0.004871824668
987	0.004866111137
988	0.004862350722
989	0.004858247581
990	0.004854957263
991	0.004844285903
992	0.00483921596
993	0.00483402255
994	0.004825201063
995	0.004820342575
996	0.004805238829
997	0.004799535232
998	0.004794389719
999	0.00478724887
