iter	Logloss
0	0.6724978856
1	0.6551584516
2	0.6368928637
3	0.6194609687
4	0.602980205
5	0.5875092461
6	0.5709683555
7	0.5538654782
8	0.5374335334
9	0.5197243918
10	0.5060156868
11	0.4902917771
12	0.4789901461
13	0.4654644557
14	0.4505077998
15	0.4383441834
16	0.4270664397
17	0.4139788037
18	0.4013992037
19	0.3905337197
20	0.3806997027
21	0.3715855735
22	0.3628239178
23	0.35331113
24	0.3437310173
25	0.3356985819
26	0.3265253022
27	0.3194618906
28	0.3112439428
29	0.3030368714
30	0.2956608818
31	0.2887229919
32	0.2806780452
33	0.2744813647
34	0.2677711305
35	0.2617038091
36	0.2556980678
37	0.2499010903
38	0.2438078608
39	0.2381440117
40	0.2328151067
41	0.2274369512
42	0.2223732358
43	0.2170969191
44	0.2113777342
45	0.2075160799
46	0.2028246153
47	0.1986711593
48	0.1941065107
49	0.1906140872
50	0.1864803519
51	0.1821005004
52	0.1771980127
53	0.1736723241
54	0.1703132221
55	0.1666985693
56	0.1632158416
57	0.1595258486
58	0.1563735803
59	0.1536370686
60	0.1501907053
61	0.1478379227
62	0.1448919092
63	0.1421926022
64	0.1387452625
65	0.1362114407
66	0.1336679232
67	0.1315287863
68	0.129390796
69	0.126922176
70	0.1247423717
71	0.122890041
72	0.1208254042
73	0.1185612224
74	0.116785549
75	0.1146542458
76	0.1127409821
77	0.1107098034
78	0.108724333
79	0.1073362487
80	0.1055934316
81	0.1037875471
82	0.1020511332
83	0.1004312379
84	0.09894254094
85	0.09745106243
86	0.09608011019
87	0.09470185779
88	0.09345659756
89	0.09212084044
90	0.09058787709
91	0.08939796402
92	0.08798892157
93	0.08671043033
94	0.08551204205
95	0.08455074969
96	0.08331702437
97	0.08233390536
98	0.08118586881
99	0.07987026941
100	0.07883492538
101	0.07786396572
102	0.07691772779
103	0.07594686463
104	0.0749192692
105	0.07404615766
106	0.07323630651
107	0.07264050983
108	0.07169598625
109	0.0706004472
110	0.06969322477
111	0.06907846814
112	0.06836469968
113	0.06750945818
114	0.06674926622
115	0.06603093374
116	0.06529863675
117	0.06458862623
118	0.06390092486
119	0.06325401579
120	0.06260632333
121	0.06193700291
122	0.06130009606
123	0.06070291428
124	0.06015060062
125	0.05954022635
126	0.05888270196
127	0.05822866304
128	0.05755988189
129	0.05711669014
130	0.05657054697
131	0.05593483789
132	0.05529546738
133	0.05473333313
134	0.05421079908
135	0.05374547981
136	0.05332007862
137	0.05288056533
138	0.05239607039
139	0.05190572852
140	0.05137454328
141	0.05087440354
142	0.05042478016
143	0.04999989555
144	0.04945232187
145	0.04899286088
146	0.0485642524
147	0.04819796767
148	0.04772036984
149	0.04735770963
150	0.04689878509
151	0.04650488638
152	0.04611269065
153	0.04576410566
154	0.0453336324
155	0.0450121732
156	0.04459399269
157	0.04428713946
158	0.04394345624
159	0.04373835666
160	0.04338220755
161	0.04302324568
162	0.04266826312
163	0.04225582168
164	0.0419925508
